Country,Category,ForeignInvestment,Date,FinancialYear
BritishVirginIsland,Tourism,49.5,2017,2016-2017
China,Tourism,15,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,25,2017,2016-2017
Ukraine,Tourism,35,2017,2016-2017
India,Tourism,10,2017,2016-2017
UK,Tourism,5,2017,2016-2017
China,Tourism,20,2017,2016-2017
China,Tourism,15,2017,2016-2017
Japan,Tourism,90,2017,2016-2017
Romania,Tourism,20,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,10,2017,2016-2017
China,Tourism,5,2017,2016-2017
China,Tourism,25,2017,2016-2017
Spain,Tourism,9.999,2017,2016-2017
USA,Energy,416.81,2018,2017-2018
China,Energy,1520,2018,2017-2018
Italy,Energy,175.46,2018,2017-2018
China,Energy,20380,2018,2017-2018
China,Energy,14156.04,2018,2017-2018
India,Energy,10,2018,2017-2018
S. Korea,Manufacturing,49,2018,2017-2018
China,Manufacturing,10,2018,2017-2018
India,Manufacturing,10,2018,2017-2018
India,Manufacturing,2390,2018,2017-2018
Japan,Manufacturing,10,2018,2017-2018
India,Manufacturing,15,2018,2017-2018
China,Manufacturing,5,2018,2017-2018
India,Manufacturing,49,2018,2017-2018
UAE,Manufacturing,104,2018,2017-2018
India,Manufacturing,40,2018,2017-2018
India,Manufacturing,5,2018,2017-2018
India,Manufacturing,49,2018,2017-2018
India,Manufacturing,10,2018,2017-2018
China,Manufacturing,49,2018,2017-2018
China,Manufacturing,1330,2018,2017-2018
UAE,Manufacturing,240,2018,2017-2018
India,Manufacturing,50,2018,2017-2018
China,Manufacturing,240,2018,2017-2018
China,Manufacturing,49,2018,2017-2018
Japan,Manufacturing,20,2018,2017-2018
S. Korea,Manufacturing,120,2018,2017-2018
China,Manufacturing,5,2018,2017-2018
China,Manufacturing,15.3,2018,2017-2018
China,Manufacturing,40,2018,2017-2018
Germany,Manufacturing,6.5,2018,2017-2018
Sweden,Manufacturing,5,2018,2017-2018
India,Manufacturing,5,2018,2017-2018
China,Manufacturing,17,2018,2017-2018
India,Manufacturing,351.12,2018,2017-2018
Germany,Manufacturing,10,2018,2017-2018
India,Manufacturing,7.5,2018,2017-2018
India,Manufacturing,5,2018,2017-2018
China,Manufacturing,10,2018,2017-2018
India,Manufacturing,15,2018,2017-2018
China,Manufacturing,20,2018,2017-2018
China,Manufacturing,20,2018,2017-2018
India,Manufacturing,37.63,2018,2017-2018
India,Manufacturing,22.76,2018,2017-2018
India,Manufacturing,5.2,2018,2017-2018
France,Manufacturing,5,2018,2017-2018
China,Manufacturing,60,2018,2017-2018
France,Manufacturing,5,2018,2017-2018
Bangladesh,Manufacturing,48,2018,2017-2018
China,Manufacturing,15,2018,2017-2018
China,Manufacturing,28.5,2018,2017-2018
China,Manufacturing,175.5,2018,2017-2018
India,Manufacturing,5,2018,2017-2018
Germany,Manufacturing,5,2018,2017-2018
France,Manufacturing,5,2018,2017-2018
China,Manufacturing,30,2018,2017-2018
France,Manufacturing,5,2018,2017-2018
Netherlands,Manufacturing,3,2018,2017-2018
India,Manufacturing,12,2018,2017-2018
China,Manufacturing,15,2018,2017-2018
China,Manufacturing,5,2018,2017-2018
China,Manufacturing,10,2018,2017-2018
Japan,Manufacturing,100,2018,2017-2018
India,Manufacturing,146.4,2018,2017-2018
China,Manufacturing,10,2018,2017-2018
Netherlands,Manufacturing,3,2018,2017-2018
Italy,Manufacturing,7.5,2018,2017-2018
India,Manufacturing,14.3,2018,2017-2018
India,Manufacturing,5,2018,2017-2018
India,Manufacturing,90,2018,2017-2018
India,Manufacturing,99.35,2018,2017-2018
USA,Agriculture and Forestry,5,2018,2017-2018
Bangladesh,Agriculture and Forestry,5,2018,2017-2018
China,Agriculture and Forestry,45,2018,2017-2018
USA,Agriculture and Forestry,5,2018,2017-2018
Netherlands,Agriculture and Forestry,10,2018,2017-2018
France,Agriculture and Forestry,5,2018,2017-2018
UK,Agriculture and Forestry,5,2018,2017-2018
China,Agriculture and Forestry,1760,2018,2017-2018
Denmark,Agriculture and Forestry,10,2018,2017-2018
Bangladesh,Agriculture and Forestry,5,2018,2017-2018
Japan,Agriculture and Forestry,5,2018,2017-2018
China,Agriculture and Forestry,10.5,2018,2017-2018
China,Agriculture and Forestry,10.5,2018,2017-2018
Japan,Agriculture and Forestry,10,2018,2017-2018
Sweden,Agriculture and Forestry,5,2018,2017-2018
Spain,Agriculture and Forestry,10,2018,2017-2018
S. Korea,Agriculture and Forestry,10,2018,2017-2018
India,Agriculture and Forestry,10,2018,2017-2018
Netherlands,Agriculture and Forestry,5,2018,2017-2018
Netherlands,Agriculture and Forestry,5,2018,2017-2018
China,Mines and Minerals,2000,2018,2017-2018
China,Mines and Minerals,20,2018,2017-2018
China,Mines and Minerals,1780,2018,2017-2018
USA,Tourism,10,2018,2017-2018
Spain,Tourism,10,2018,2017-2018
China,Tourism,10,2018,2017-2018
India,Tourism,49,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,10,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,20,2018,2017-2018
USA,Tourism,123.4,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,20,2018,2017-2018
China,Tourism,5,2018,2017-2018
France,Tourism,11,2018,2017-2018
China,Tourism,5,2018,2017-2018
Bangladesh,Tourism,10,2018,2017-2018
China,Tourism,25,2018,2017-2018
UK,Tourism,5,2018,2017-2018
China,Tourism,25,2018,2017-2018
Swaziland,Tourism,5,2018,2017-2018
China,Tourism,10,2018,2017-2018
UK,Tourism,15,2018,2017-2018
China,Tourism,10,2018,2017-2018
SYRIA,Tourism,10,2018,2017-2018
Japan,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
Israel,Tourism,10,2018,2017-2018
China,Tourism,10,2018,2017-2018
Netherlands,Tourism,5,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,20,2018,2017-2018
China,Tourism,5,2018,2017-2018
Vietnam,Tourism,15,2018,2017-2018
S. Africa,Tourism,15,2018,2017-2018
Russia,Tourism,15,2018,2017-2018
China,Tourism,20,2018,2017-2018
Japan,Tourism,10,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,25,2018,2017-2018
Sweden,Tourism,5,2018,2017-2018
China,Tourism,20,2018,2017-2018
Germany,Tourism,5,2018,2017-2018
India,Tourism,51.5,2018,2017-2018
India,Tourism,212.5,2018,2017-2018
Malaysia,Tourism,20,2018,2017-2018
France,Tourism,5.04,2018,2017-2018
India,Tourism,225,2018,2017-2018
UK,Tourism,5.1,2018,2017-2018
India,Tourism,10,2018,2017-2018
Czech Republic,Tourism,5,2018,2017-2018
Malaysia,Tourism,6.25,2018,2017-2018
Mauritius,Tourism,40,2018,2017-2018
India,Tourism,150,2018,2017-2018
USA,Tourism,5,2018,2017-2018
Austria,Tourism,7.5,2018,2017-2018
Japan,Tourism,10,2018,2017-2018
India,Tourism,56,2018,2017-2018
France,Tourism,5,2018,2017-2018
Israel,Tourism,5,2018,2017-2018
China,Tourism,79.02,2018,2017-2018
USA,Tourism,5,2018,2017-2018
S. Korea,Tourism,20,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,7,2018,2017-2018
France,Tourism,4.17,2018,2017-2018
S. Korea,Tourism,5,2018,2017-2018
USA,Tourism,10,2018,2017-2018
Belgium,Tourism,7.5,2018,2017-2018
China,Tourism,5,2018,2017-2018
S. Korea,Tourism,48,2018,2017-2018
USA,Tourism,6,2018,2017-2018
USA,Tourism,6,2018,2017-2018
China,Tourism,15,2018,2017-2018
UK,Tourism,1.53,2018,2017-2018
UK,Tourism,1.53,2018,2017-2018
China,Tourism,15,2018,2017-2018
S. Korea,Tourism,5,2018,2017-2018
China,Tourism,10,2018,2017-2018
China,Tourism,10,2018,2017-2018
China,Tourism,20,2018,2017-2018
China,Tourism,5,2018,2017-2018
Cambodia,Tourism,10,2018,2017-2018
China,Tourism,10,2018,2017-2018
India,Tourism,15,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,18,2018,2017-2018
China,Tourism,25,2018,2017-2018
Paraguay,Tourism,5,2018,2017-2018
UK,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,15,2018,2017-2018
S. Korea,Tourism,5,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,10,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,25,2018,2017-2018
USA,Tourism,10,2018,2017-2018
India,Tourism,40.7,2018,2017-2018
China,Tourism,25,2018,2017-2018
Belgium,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,30,2018,2017-2018
France,Tourism,30,2018,2017-2018
China,Tourism,10,2018,2017-2018
China,Tourism,20,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,25,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,495,2018,2017-2018
USA,Tourism,5,2018,2017-2018
China,Tourism,10,2018,2017-2018
China,Tourism,15,2018,2017-2018
Japan,Tourism,7,2018,2017-2018
China,Tourism,15,2018,2017-2018
China,Tourism,5,2018,2017-2018
Italy,Tourism,5,2018,2017-2018
Japan,Tourism,10,2018,2017-2018
China,Tourism,5,2018,2017-2018
Sweden,Tourism,15,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,20,2018,2017-2018
S. Korea,Tourism,11,2018,2017-2018
Mexico,Tourism,10,2018,2017-2018
India,Tourism,500,2018,2017-2018
China,Tourism,450,2018,2017-2018
China,Tourism,5,2018,2017-2018
N. Korea,Tourism,30,2018,2017-2018
China,Tourism,5,2018,2017-2018
Japan,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,20,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,20,2018,2017-2018
Bangladesh,Tourism,10,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
China,Tourism,20,2018,2017-2018
China,Tourism,10,2018,2017-2018
USA,Tourism,10,2018,2017-2018
China,Tourism,10,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
China,Tourism,30,2018,2017-2018
Germany,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
S. Korea,Tourism,10,2018,2017-2018
Egypt,Tourism,5,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
USA,Tourism,1.95,2018,2017-2018
China,Tourism,30,2018,2017-2018
Germany,Tourism,5,2018,2017-2018
China,Tourism,5,2018,2017-2018
S. Korea,Tourism,10,2018,2017-2018
Egypt,Tourism,5,2018,2017-2018
China,"Information, Technology and Transmission Technology",5,2018,2017-2018
China,"Information, Technology and Transmission Technology",5,2018,2017-2018
Poland,"Information, Technology and Transmission Technology",5,2018,2017-2018
China,"Information, Technology and Transmission Technology",15,2018,2017-2018
China,"Information, Technology and Transmission Technology",5,2018,2017-2018
China,"Information, Technology and Transmission Technology",10,2018,2017-2018
Russia,"Information, Technology and Transmission Technology",5,2018,2017-2018
Japan,"Information, Technology and Transmission Technology",17.6,2018,2017-2018
China,"Information, Technology and Transmission Technology",5,2018,2017-2018
China,"Information, Technology and Transmission Technology",10,2018,2017-2018
China,"Information, Technology and Transmission Technology",5,2018,2017-2018
India,"Information, Technology and Transmission Technology",10.2,2018,2017-2018
Canada,"Information, Technology and Transmission Technology",10,2018,2017-2018
USA,"Information, Technology and Transmission Technology",35,2018,2017-2018
USA,"Information, Technology and Transmission Technology",35,2018,2017-2018
N. Korea,"Information, Technology and Transmission Technology",80,2018,2017-2018
Singapore,"Information, Technology and Transmission Technology",5,2018,2017-2018
France,"Information, Technology and Transmission Technology",5,2018,2017-2018
UK,"Information, Technology and Transmission Technology",10,2018,2017-2018
India,"Information, Technology and Transmission Technology",5,2018,2017-2018
China,"Information, Technology and Transmission Technology",15,2018,2017-2018
China,"Information, Technology and Transmission Technology",5,2018,2017-2018
USA,"Information, Technology and Transmission Technology",10,2018,2017-2018
USA,"Information, Technology and Transmission Technology",200,2018,2017-2018
India,"Information, Technology and Transmission Technology",10,2018,2017-2018
Ukraine,"Information, Technology and Transmission Technology",15,2018,2017-2018
India,Service,5,2018,2017-2018
Singapore,Service,10,2018,2017-2018
USA,Service,5.1,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,10,2018,2017-2018
Germany,Service,5,2018,2017-2018
Sweden,Service,23,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,20,2018,2017-2018
Australia,Service,10,2018,2017-2018
China,Service,10,2018,2017-2018
Croatia,Service,5,2018,2017-2018
India,Service,6,2018,2017-2018
S. Korea,Service,5,2018,2017-2018
USA,Service,5,2018,2017-2018
China,Service,10,2018,2017-2018
Australia,Service,5,2018,2017-2018
UK,Service,5,2018,2017-2018
Israel,Service,5,2018,2017-2018
China,Service,25,2018,2017-2018
China,Service,20,2018,2017-2018
India,Service,10,2018,2017-2018
India,Service,10,2018,2017-2018
China,Service,200,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,200,2018,2017-2018
UK,Service,5,2018,2017-2018
China,Service,5,2018,2017-2018
India,Service,10,2018,2017-2018
Brazil,Service,5.2,2018,2017-2018
Japan,Service,183.6,2018,2017-2018
Samoa,Service,5,2018,2017-2018
India,Service,5,2018,2017-2018
Samoa,Service,3,2018,2017-2018
Samoa,Service,3,2018,2017-2018
Samoa,Service,3,2018,2017-2018
Samoa,Service,3,2018,2017-2018
Samoa,Service,3,2018,2017-2018
Samoa,Service,25,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,28,2018,2017-2018
China,Service,30.6,2018,2017-2018
USA,Service,5,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,15,2018,2017-2018
China,Service,5,2018,2017-2018
Denmark,Service,20.6,2018,2017-2018
Sweden,Service,5.1,2018,2017-2018
Malaysia,Service,30,2018,2017-2018
Japan,Service,15,2018,2017-2018
Belgium,Service,6,2018,2017-2018
Netherlands,Service,6.5,2018,2017-2018
India,Service,5,2018,2017-2018
Japan,Service,5,2018,2017-2018
Malaysia,Service,55,2018,2017-2018
Australia,Service,13.23,2018,2017-2018
S. Korea,Service,7,2018,2017-2018
India,Service,5,2018,2017-2018
Azerbaijan,Service,5.1,2018,2017-2018
India,Service,97.5,2018,2017-2018
UK,Service,5,2018,2017-2018
India,Service,10,2018,2017-2018
Japan,Service,15,2018,2017-2018
China,Service,10,2018,2017-2018
USA,Service,5,2018,2017-2018
Lebanon,Service,5,2018,2017-2018
USA,Service,10,2018,2017-2018
China,Service,25,2018,2017-2018
China,Service,25,2018,2017-2018
Australia,Service,7,2018,2017-2018
S. Korea,Service,20,2018,2017-2018
China,Service,5,2018,2017-2018
India,Service,29.15,2018,2017-2018
China,Service,2,2018,2017-2018
Germany,Service,15,2018,2017-2018
S. Korea,Service,10,2018,2017-2018
China,Service,45,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,15,2018,2017-2018
Turkey,Service,25,2018,2017-2018
China,Service,40,2018,2017-2018
China,Service,20,2018,2017-2018
China,Service,25,2018,2017-2018
China,Service,50,2018,2017-2018
China,Service,30,2018,2017-2018
Singapore,Service,45,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,25,2018,2017-2018
China,Service,20,2018,2017-2018
USA,Service,5,2018,2017-2018
China,Service,5,2018,2017-2018
UK,Service,30,2018,2017-2018
Poland,Service,5,2018,2017-2018
S. Korea,Service,5,2018,2017-2018
China,Service,10,2018,2017-2018
Australia,Service,5,2018,2017-2018
China,Service,10,2018,2017-2018
India,Service,11,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,15,2018,2017-2018
USA,Service,5,2018,2017-2018
Singapore,Service,5,2018,2017-2018
China,Service,5,2018,2017-2018
China,Service,25,2018,2017-2018
China,Service,10,2018,2017-2018
India,Service,96,2018,2017-2018
USA,Service,51,2018,2017-2018
India,Service,5,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,10,2018,2017-2018
China,Service,5,2018,2017-2018
USA,Service,1.95,2018,2017-2018
Japan,Service,5,2018,2017-2018
China,Service,25,2018,2017-2018
China,Service,25,2018,2017-2018
India,Manufacturing,245,2019,2018-2019
China,Manufacturing,11.25,2019,2018-2019
China,Manufacturing,5,2019,2018-2019
India,Manufacturing,196,2019,2018-2019
India,Manufacturing,40,2019,2018-2019
China,Manufacturing,40,2019,2018-2019
India,Manufacturing,5,2019,2018-2019
China,Manufacturing,49,2019,2018-2019
India,Manufacturing,640,2019,2018-2019
USA,Manufacturing,5,2019,2018-2019
Bangladesh,Manufacturing,5,2019,2018-2019
Netherlands,Manufacturing,24.01,2019,2018-2019
China,Manufacturing,5,2019,2018-2019
China,Manufacturing,5.5,2019,2018-2019
India,Manufacturing,9,2019,2018-2019
India,Manufacturing,10,2019,2018-2019
India,Manufacturing,139.999305,2019,2018-2019
China,Manufacturing,45,2019,2018-2019
China,Manufacturing,5,2019,2018-2019
China,Manufacturing,15,2019,2018-2019
Japan,Manufacturing,10,2019,2018-2019
Japan,Manufacturing,24.75,2019,2018-2019
India,Manufacturing,2001.1682,2019,2018-2019
China,Manufacturing,5,2019,2018-2019
S. Korea,Manufacturing,318.5,2019,2018-2019
China,Manufacturing,35,2019,2018-2019
China,Manufacturing,32.5,2019,2018-2019
China,Manufacturing,245,2019,2018-2019
India,Manufacturing,130,2019,2018-2019
China,Manufacturing,48,2019,2018-2019
China,Manufacturing,10,2019,2018-2019
India,Manufacturing,70,2019,2018-2019
France,Manufacturing,9.8175,2019,2018-2019
Switzerland,Manufacturing,12.75,2019,2018-2019
S. Korea,Manufacturing,4.9998,2019,2018-2019
India,Manufacturing,92,2019,2018-2019
China,Manufacturing,47.082,2019,2018-2019
India,Manufacturing,10,2019,2018-2019
S. Korea,Manufacturing,5,2019,2018-2019
China,Manufacturing,5,2019,2018-2019
India,Manufacturing,199.17,2019,2018-2019
India,Manufacturing,36.9,2019,2018-2019
India,Manufacturing,36,2019,2018-2019
India,Manufacturing,44.73,2019,2018-2019
India,Manufacturing,34.38,2019,2018-2019
India,Manufacturing,330.8976,2019,2018-2019
India,Manufacturing,29.79,2019,2018-2019
China,Manufacturing,48,2019,2018-2019
China,Manufacturing,10,2019,2018-2019
India,Manufacturing,20,2019,2018-2019
China,Manufacturing,10,2019,2018-2019
India,Manufacturing,20,2019,2018-2019
China,Manufacturing,10,2019,2018-2019
Singapore,Manufacturing,10,2019,2018-2019
India,Manufacturing,5.5,2019,2018-2019
Netherlands,Manufacturing,8.407,2019,2018-2019
China,Manufacturing,15,2019,2018-2019
China,Manufacturing,250,2019,2018-2019
India,Manufacturing,204.350508,2019,2018-2019
China,Manufacturing,150,2019,2018-2019
China,Manufacturing,200,2019,2018-2019
China,Agriculture and Forestry,30,2019,2018-2019
Italy,Agriculture and Forestry,8.5,2019,2018-2019
Bangladesh,Agriculture and Forestry,5,2019,2018-2019
S. Korea,Agriculture and Forestry,15,2019,2018-2019
India,Agriculture and Forestry,5,2019,2018-2019
S. Korea,Agriculture and Forestry,5,2019,2018-2019
Switzerland,Agriculture and Forestry,4.59,2019,2018-2019
USA,Agriculture and Forestry,5,2019,2018-2019
USA,Agriculture and Forestry,10,2019,2018-2019
Japan,Agriculture and Forestry,5,2019,2018-2019
China,Agriculture and Forestry,40,2019,2018-2019
S. Africa,Agriculture and Forestry,5,2019,2018-2019
Japan,Agriculture and Forestry,5,2019,2018-2019
Japan,Agriculture and Forestry,5.2,2019,2018-2019
USA,Agriculture and Forestry,5,2019,2018-2019
China,Agriculture and Forestry,100,2019,2018-2019
China,Agriculture and Forestry,150,2019,2018-2019
India,Mines and Minerals,8.96,2019,2018-2019
India,Mines and Minerals,4.2,2019,2018-2019
China,Tourism,5,2019,2018-2019
S. Korea,Tourism,20,2019,2018-2019
China,Tourism,25,2019,2018-2019
China,Tourism,20,2019,2018-2019
China,Tourism,5,2019,2018-2019
India,Tourism,250,2019,2018-2019
UK,Tourism,5,2019,2018-2019
S. Korea,Tourism,31.5,2019,2018-2019
USA,Tourism,60,2019,2018-2019
Japan,Tourism,4.99966,2019,2018-2019
China,Tourism,10,2019,2018-2019
China,Tourism,10,2019,2018-2019
China,Tourism,10,2019,2018-2019
China,Tourism,5,2019,2018-2019
France,Tourism,20,2019,2018-2019
Sweden,Tourism,5,2019,2018-2019
Russia,Tourism,6.25,2019,2018-2019
USA,Tourism,100,2019,2018-2019
China,Tourism,15,2019,2018-2019
USA,Tourism,10,2019,2018-2019
China,Tourism,30,2019,2018-2019
China,Tourism,10,2019,2018-2019
China,Tourism,25,2019,2018-2019
Singapore,Tourism,5,2019,2018-2019
China,Tourism,25,2019,2018-2019
N. Korea,Tourism,10,2019,2018-2019
China,Tourism,25,2019,2018-2019
NewZealand,Tourism,11,2019,2018-2019
China,Tourism,4.9996,2019,2018-2019
China,Tourism,20,2019,2018-2019
China,Tourism,20,2019,2018-2019
China,Tourism,5,2019,2018-2019
China,Tourism,5,2019,2018-2019
China,Tourism,10,2019,2018-2019
India,Tourism,688,2019,2018-2019
France,Tourism,15,2019,2018-2019
USA,Tourism,10,2019,2018-2019
China,Tourism,20,2019,2018-2019
China,Tourism,5,2019,2018-2019
China,Tourism,15,2019,2018-2019
USA,Tourism,5.00004,2019,2018-2019
China,Tourism,20,2019,2018-2019
Russia,Tourism,10,2019,2018-2019
N. Korea,Tourism,15,2019,2018-2019
USA,Tourism,10,2019,2018-2019
China,Tourism,20,2019,2018-2019
India,Tourism,100,2019,2018-2019
Germany,Tourism,5,2019,2018-2019
China,Tourism,15,2019,2018-2019
Germany,Tourism,5,2019,2018-2019
Malaysia,Tourism,5,2019,2018-2019
Japan,Tourism,10,2019,2018-2019
Singapore,Tourism,1480,2019,2018-2019
S. Korea,Tourism,5,2019,2018-2019
China,Tourism,5,2019,2018-2019
China,Tourism,5,2019,2018-2019
S. Korea,Tourism,5,2019,2018-2019
China,Tourism,10,2019,2018-2019
China,Tourism,25,2019,2018-2019
Ukraine,Tourism,15,2019,2018-2019
China,Tourism,10,2019,2018-2019
China,Tourism,5,2019,2018-2019
China,Tourism,25,2019,2018-2019
China,Tourism,50,2019,2018-2019
S. Korea,Tourism,186.72,2019,2018-2019
China,Tourism,5,2019,2018-2019
China,Tourism,20,2019,2018-2019
China,Tourism,26,2019,2018-2019
China,Tourism,5,2019,2018-2019
Germany,Tourism,5,2019,2018-2019
USA,Tourism,4.99998,2019,2018-2019
Japan,Tourism,3,2019,2018-2019
UK,Tourism,10,2019,2018-2019
S. Korea,Tourism,10,2019,2018-2019
Malaysia,Tourism,15,2019,2018-2019
China,Tourism,5,2019,2018-2019
Australia,Tourism,3,2019,2018-2019
S. Korea,Tourism,7.5,2019,2018-2019
China,Tourism,5,2019,2018-2019
Japan,Tourism,5.1,2019,2018-2019
Japan,Tourism,9,2019,2018-2019
Netherlands,Tourism,2.45,2019,2018-2019
Netherlands,Tourism,2.45,2019,2018-2019
Netherlands,Tourism,2.45,2019,2018-2019
Netherlands,Tourism,1.925,2019,2018-2019
Netherlands,Tourism,1.925,2019,2018-2019
Netherlands,Tourism,1.925,2019,2018-2019
China,Tourism,250,2019,2018-2019
Myanmar,Tourism,300,2019,2018-2019
China,Tourism,250,2019,2018-2019
Myanmar,Tourism,300,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,200,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,120,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,200,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,200,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,150,2019,2018-2019
India,Tourism,50,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,100,2019,2018-2019
China,Tourism,251,2019,2018-2019
China,Tourism,50,2019,2018-2019
Malaysia,Tourism,100,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,150,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,150,2019,2018-2019
S. Korea,Tourism,50,2019,2018-2019
Australia,Tourism,50,2019,2018-2019
China,Tourism,300,2019,2018-2019
China,Tourism,100,2019,2018-2019
China,Tourism,100,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,250,2019,2018-2019
China,Tourism,50,2019,2018-2019
China,Tourism,50,2019,2018-2019
Mauritius,"Information, Technology and Transmission Technology",80,2019,2018-2019
China,"Information, Technology and Transmission Technology",12.917,2019,2018-2019
USA,"Information, Technology and Transmission Technology",10,2019,2018-2019
UAE,"Information, Technology and Transmission Technology",5,2019,2018-2019
Ireland,"Information, Technology and Transmission Technology",5,2019,2018-2019
China,"Information, Technology and Transmission Technology",5,2019,2018-2019
France,"Information, Technology and Transmission Technology",7.2,2019,2018-2019
China,"Information, Technology and Transmission Technology",5,2019,2018-2019
Japan,"Information, Technology and Transmission Technology",8,2019,2018-2019
India,"Information, Technology and Transmission Technology",5,2019,2018-2019
Singapore,"Information, Technology and Transmission Technology",5,2019,2018-2019
S. Korea,"Information, Technology and Transmission Technology",10,2019,2018-2019
India,"Information, Technology and Transmission Technology",5,2019,2018-2019
USA,"Information, Technology and Transmission Technology",5,2019,2018-2019
Singapore,"Information, Technology and Transmission Technology",5,2019,2018-2019
Japan,"Information, Technology and Transmission Technology",50,2019,2018-2019
N. Korea,"Information, Technology and Transmission Technology",15,2019,2018-2019
UK,"Information, Technology and Transmission Technology",21.3598,2019,2018-2019
China,"Information, Technology and Transmission Technology",5,2019,2018-2019
China,"Information, Technology and Transmission Technology",25,2019,2018-2019
Japan,"Information, Technology and Transmission Technology",5,2019,2018-2019
UK,"Information, Technology and Transmission Technology",5,2019,2018-2019
China,"Information, Technology and Transmission Technology",250,2019,2018-2019
China,"Information, Technology and Transmission Technology",100,2019,2018-2019
Canada,Service,90,2019,2018-2019
China,Service,5,2019,2018-2019
USA,Service,5,2019,2018-2019
Ireland,Service,10,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,25,2019,2018-2019
Thailand,Service,5,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,25,2019,2018-2019
China,Service,30,2019,2018-2019
China,Service,9,2019,2018-2019
S. Korea,Service,5,2019,2018-2019
UAE,Service,70,2019,2018-2019
China,Service,10,2019,2018-2019
Japan,Service,10,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,20,2019,2018-2019
China,Service,5,2019,2018-2019
China,Service,20,2019,2018-2019
Japan,Service,5,2019,2018-2019
S. Korea,Service,5,2019,2018-2019
China,Service,200,2019,2018-2019
China,Service,25,2019,2018-2019
China,Service,30,2019,2018-2019
Samoa,Service,45,2019,2018-2019
